Company Name,Latitude,Longitude,Address,City,State,Country,Industry,Revenue,Website,Phone,Email,Potential,Company Type,Product Category,Product Name,Employee,Employee Details
dollar industries ltd,11.2584583,77.5532979,"No. 4th Cross, Perundurai, Sipcot, Perundurai-638052 Erode Tamil Nadu",,Tamil Nadu,India,Textile,,https://www.dollarglobal.in,0-9750333044 / 9750333044,care@dollarglobal.in,,Manufacturer|Brand|Retailer,Innerwear|Athleisure|Casual Wear|Thermal Wear|Top Wear|Bottom Wear|Night Wear|Socks|Rainwear|Ethnic Collection|Kids Wear,Men's Trunks|Dollar Lehar Combed Cotton Mens Pack Of 10 Trunk|Dollar Lehar Combed Cotton Mens Pack Of 8 Trunk|Dollar Lehar Combed Cotton Mens Pack Of 2 Trunk|Dollar Lehar Combed Cotton Mens Pack Of 3 Trunk|Men's Vests|Dollar Lehar Mens Assorted Pack of 10 Combed Cotton Vest|Dollar Lehar Mens Assorted Pack of 12 Combed Cotton Vest|Dollar Lehar Mens Assorted Pack of 2 Combed Cotton Vest|Men's Gym Vests|Dollar Bigboss Mens Assorted Pack of 4 Cotton Gym Vest|Dollar Bigboss Mens Assorted Pack of 3 Cotton Gym Vest|Men's Briefs|Men's Thermals|Dollar Thermals Wintercare Men Black Round Neck Vest|Thermals Tops|Thermals Trousers|Thermal Sets|Men's Socks|Fulls Socks|Ankle Lengths Socks|No Shows Socks|Low Ankles Socks|Woollens Socks|Hankerchief Socks|Whites Socks|White Borders Socks|Assorteds Socks|Rainguard Socks|Dollar Full Length Woollen Socks|Men's T-shirts|Men's Shorts|Men's Polo Tshirts|Men's Capris|Men's Joggers|Men's Track Pants|Women's Racer Backs|Women's Tank Tops|Women's T-shirts|Women's Shorts|Women's Joggers|Dollar Womens Cotton Jogger Pant|Women's Track Pants|Dollar Womens Premium Cotton Track Pant|Women's Bras|Women's Camisoles|Women's Pantys|Women's Cycling Shorts|Women's Bottom wear|Churidar Leggings|Ankle Lengths Bottom wear|Track Pants Bottom wear|Kurti Pants|Stretch Pants|Jeggings|Capris Bottom wear|Women's Top wear|Long Tops|Round Neck Tees|Crew Neck Tees|Women's Sleepwear|Night Suits|Printed Capris|Printed Pyjamas|Women's Thermals|Thermals Tops|Thermals Trousers|Thermal Sets|Women's Socks|Fulls Socks|Ankle Lengths Socks|Woollens Socks|No Shows Socks|Dollar Casual Ankle Length Cotton Socks|Women's Active wear|Active wear T-Shirts|Active wear Leggings|Active wear Capris|Active wear Tees|Women's Raincoat|Unisex Raincoat|Kurtis|Kurtis & Dupattas|Kurtis & Jackets|Kurtis & Pants|Kurtis & Pant & Dupattas|Kurtis & Pants & Jackets|Kids Innerwear|Kids Vests|Kids Briefs|Kids Trunks|Kids Socks|School Socks|Kid Socks|Dollar Plain School Socks For Boys & Girls In Blended Cotton|Kids Thermals|Kids Thermals Tops|Kids Thermals Trousers|Kids Thermal Sets|Baby Boys & Girls Body Suits|Baby Boys & Girls Shoe Rompers|Baby Boys & Girls Dungarees|Baby Boys T-Shirt Pant Sets|Kids Raincoat,"""person 1 name=Bajrang Kumar Gupta, person 1 role=Director, person 1 number=, person 1 email=, person 2 name=Krishan Kumar Gupta, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Srikumar Bandyopadhyay, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Vinod Kumar Gupta, person 4 role=Director, person 4 number=, person 4 email=, person 5 name=Sanjay Jhunjunwalla, person 5 role=Director, person 5 number=, person 5 email=, person 6 name=Binay Kumar Agarwal, person 6 role=Director, person 6 number=, person 6 email=""",
donya uniforms pvt ltd,22.4610876,88.3598499,"4/A/1A, Shapgarchhi 1st Lane 1st floor Kolkatta-700039 West Bengal",Kolkata,West Bengal,India,Textile,,https://donyauniforms.com/,0-89065 89065,contact@donyauniforms.com donyauniforms@gmail.com,,Manufacturer,School Uniforms|School Accessories|Winter School Uniforms|Hostel Uniform|Lab Uniform|Teacher's Uniform,Pre-Nursery School Uniform|House T-Shirt|Play School Uniform|School Uniform Blazer|Girls School Skirt|Plain School Sweater|Stripped School Sweater|Girls Uniform|Boys Uniform|School T-Shirt|School Hat|School Socks|Track Suit|Monkey Cap|Mufflers|School Belts|School Tie|Bow|Blazer|School Uniform Shirts|School Uniform Pant|School Uniform Skirts|School Uniform Tunic|School Uniform Salwar Suit|Hostel Uniform T-Shirt|Hostel Uniform Trousers|Hostel Uniform Shorts|Hostel Bed Sheet|House Trousers|Lab Coats|School Bag|School Shoes|ID Card|Badges|Name Badges|Umbrella|Raincoat|Hair Band|Tiffin Box|Water Bottle|Pencil Box|Trophies|Medals|Flags|Cap|Government School Uniform|Assam Government School Uniform|West Bengal Government School Uniform|Odisha Government School Uniform|Private School Uniforms|Teacher's Uniform Saree|Teacher's Uniform Male,"""person 1 name=Firdoushi Bibi, person 1 role=director, person 1 number=, person 1 email=, person 2 name=Mohammad Sanaullah Biswas, person 2 role=Director, person 2 number=, person 2 email=""",
dove garments pvt ltd,21.0516221,77.8938895,"Plot T10/1, Textile Park, MIDC, Nandgaon Peth, Nandgaon Peth-444901 Amravati Maharashtra",,Maharashtra,India,Textile,,https://sites.google.com/view/dovegarments/home,8421897989,accounts@dovegarments.in,,,,,"""person 1 name=Rohitraj Bhagchand Bajaj, person 1 role=Director, person 1 number=, person 1 email=, person 2 name=Jayraj Bhagchand Bajaj, person 2 role=Director, person 2 number=, person 2 email=""",
drashti cotspin pvt ltd,21.6185246,71.2475829,"S.No. 191/1, NR. Bajrang Cotton Bhavnagar Road, Amreli-365601 Amreli Gujarat",Varsada,Gujarat,India,Textile,,http://drashticotspin.com/,0-99790 45590 / 9979045590,hbkalaria.roc@gmail.com,,Manufacturer,Cotton Yarn,100% Cotton Yarn|20 Count Cotton Yarn|30 Count Cotton Yarn|32 Count Cotton Yarn,"""person 1 name=Jenith Jayvantbhai Finava, person 1 role=Director, person 1 number=, person 1 email=hbkalaria.roc@gmail.com, person 2 name=Brijeshbhai Nanubhai Patel, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Jayvantbhai Dayabhai Finava, person 3 role=Director, person 3 number=, person 3 email=""",
duke fashions india ltd,30.900965,75.8572758,"GT, Road West, Near Jalandhar Bye Pass, Ludhiana-141420 Ludhiana Punjab",Ludhiana,Punjab,India,Textile,,https://dukeindia.in,0161-5224176 / 7743003837,ecom2@dukeindia.in karan@dukeindia.com,,,,,"""person 1 name=Dheeraj Bagga, person 1 role=Director, person 1 number=, person 1 email=karan@dukeindia.com, person 2 name=Ashu Kapoor, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Kanchan Jain, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Komal Kumar Jain, person 4 role=Director, person 4 number=, person 4 email=""",
dulichand silk mills pvt ltd,17.4400958,78.485046,"PG Road, Jogani, Ramgopalpet Secunderabad-500003 Rangareddy Telangana",Hyderabad,Telangana,India,Textile,,no website,040 2781 3200 / 040- 23085335 / 66317822,dsmhyd@yahoo.com,,,,,"""person 1 name=Shiv Charan Agarwal, person 1 role=Director, person 1 number=, person 1 email=dsmhyd@yahoo.com, person 2 name=Diresh Agarwal, person 2 role=Director, person 2 number=, person 2 email=""",
durairaj mills ltd,11.2471314,77.1102151,Sathy Road Pasur (P.O) Annur Annur-641653 Coimbatore Tamil Nadu,Annur,Tamil Nadu,India,Textile,,no website,"04254-262785, 263013",info@durairajmills.com,,,,,"""person 1 name=Duraiswamynaidu Kanagaraj, person 1 role=Director, person 1 number=, person 1 email=info@durairajmills.com, person 2 name=Pethanaickenpalayam Duraiswamynaidu, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Duraiswamynaidu Jayachandran, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Duraiswamynaidu Ramaswamy, person 4 role=Director, person 4 number=, person 4 email=, person 5 name=Palaniswamy Karuppasamy, person 5 role=Director, person 5 number=, person 5 email=""",
durga polysters pvt ltd,21.172229,72.9611087,"Block No.154 Kadodara - Bardoli Road, Tal, Surat, Palsana, Tantithaiya Tatithaiya-394305 Surat Gujarat",,Gujarat,India,Textile,,no website,0-95740 03102,accounts@dppl.co.in,,,,,"""person 1 name=Jitendrakumar Banwarilal Goswami, person 1 role=Director, person 1 number=, person 1 email=accounts@dppl.co.in, person 2 name=Kunj Bihari Sultania, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Gopal Sultania, person 3 role=Director, person 3 number=, person 3 email=""",
durga processors pvt ltd,21.1722121,72.9611285,"Block No. 145, Bardoli Road, Palsana Palsana-394315 Surat Gujarat",,Gujarat,India,Textile,,https://durgaprocessors.com,0261-271772 / 271569 / 0-98241 15943 / 0-94271 24481 / 9824115943 / 9427124481,accounts@dppl.co.in,,Manufacturer|Textile Processor|Service,Fabrics|Apparel|Home Furnishing|Textile Processing Services,Polyester Fabrics|Rayon Fabrics|Cotton Knits (Hosiery) Fabrics|Warp Knitted (Furnishing) Fabrics|Cotton Woven Fabrics|Silk Fabrics|Twill Fabrics|Viscose Knitted & Other Blends Fabrics|Viscose Fabrics|Poly Blends Fabrics|Polyester Knitted (Circular) Fabrics|Saarees|Garments|Shirting|Kurtis|Dress Materials|Home Furnishing Items|Bottom Wear|Inner Garments|Commercial Used Fabrics,"""person 1 name=Kunj Bihari Sultania, person 1 role=Director, person 1 number=, person 1 email=accounts@dppl.co.in, person 2 name=Nandkishore Ramdewa Sharma, person 2 role=Director, person 2 number=, person 2 email=""",
durga spintex pvt ltd,10.942857,76.9770698,"Shed No. 18/19, SIDCO Industrial Estate Gudimangalam Gudimangalam-642201 Udumalapet Coimbatore Tamil Nadu",Podanur,Tamil Nadu,India,Textile,,no website,0-99655 06141,knsamyy@yahoo.co.in,,,,,"""person 1 name=N Jaya Kumar, person 1 role=, person 1 number=99655 06141, person 1 email=knsamyy@yahoo.co.in, person 2 name=Narayanasamy Kanakadurga, person 2 role=Director, person 2 number=, person 2 email=""",
dwarkadhish cotspin pvt ltd,22.9920519,71.4666059,"Survey No. 391, Opp Churli Railway Station Halvad Road Dhrangadhra-363310 Surendra Nagar Gujarat",Dhrangadhra,Gujarat,India,Textile,,https://dwarkadhishcotspin.com,098254 07450 / 9825407450,,,,,,"""person 1 name=Divyang Jashwant Patel, person 1 role=Director, person 1 number=, person 1 email=, person 2 name=Saileshkumar Maganlal Patel, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Shaileshbhai Govindbhai Vasnani, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Vivek Rasiklal Gothi, person 4 role=Director, person 4 number=, person 4 email=, person 5 name=Deepakkumar Maganlal Patel, person 5 role=Director, person 5 number=, person 5 email=, person 6 name=Dushyant Bhagvanbhai Patel, person 6 role=Director, person 6 number=, person 6 email=""",
e land apparel ltd,19.2189184,72.8654844,"404, 4th Floor, Western Edge-1, Western Express Highway, Magathane, Borivali (East), Mumbai-400066 Mumbai Maharashtra",,Maharashtra,India,Textile,,https://elandapparel.com,022-40972600/01,investor@elandapparel.com,,Manufacturer|Apparel Manufacturer,Apparel|Fabrics,,"""person 1 name=Kyoung Hur, person 1 role=Director, person 1 number=, person 1 email=info@elandapparel.com, person 2 name=Elizabeth Ravi, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Jaeho Song, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Chongtae Baek, person 4 role=Director, person 4 number=, person 4 email=, person 5 name=Sivabalan Paul Pandian, person 5 role=Director, person 5 number=, person 5 email=""",
e r textiles ltd,12.806612,77.9683521,"No 2/1, Berigai, Nariganapuram Village Berigai-635105 Krishnagiri Tamil Nadu",Berikai,Tamil Nadu,India,Textile,,no website,04344-201005 / 201006 / 201007,ertextiles@gergroup.net,,,,,"""person 1 name=Chandra Sekhara Rao Kotla, person 1 role=Director, person 1 number=, person 1 email=ertextiles@gergroup.net, person 2 name=Kurella Venkata Narasimha Murthy, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=H Venkata Ramana Murti, person 3 role=Director, person 3 number=, person 3 email=""",
east end silks pvt ltd,22.5491069,88.3580562,"97, Park Street, Kolkatta-700016 West Bengal",Kolkata,West Bengal,India,Textile,,http://www.eastendsilksindia.com,033 2226 6606 / 8502 / 9421,info@eastendsilks.com,,,,,"""person 1 name=Mustak Hossain, person 1 role=Director, person 1 number=, person 1 email=info@eastendsilks.com, person 2 name=Sarif Hossain, person 2 role=Director, person 2 number=, person 2 email=""",
eastman exports global clothing ltd,11.1404031,77.3383588,"5/591, Sri Lakshmi Nagar, Pitchampalayam Pudur, Thiruppur-641603 Erode Tamil Nadu",,Tamil Nadu,India,Textile,,https://www.eastmanexports.com,0421-4301234 / 4301205,sourcing@eastmanexports.com esm@eastmanspinningmills.com sahoo@eastmanexports.com,,Apparel Manufacturer|Garment Manufacturer|Knitwear Manufacturer|Exporter,Men's Wear|Women's Wear|Kids' Wear|Performance Sportswear|Underwear|Nightwear,Men's T-shirts|Men's Polo T-shirts|Men's Basic T-shirts|Men's Fashion T-shirts|Men's High Fashion T-shirts|Men's Underwear|Women's Fashion Wear|Women's High Fashion Wear|Boys' Wear|Girls' Wear|Performance Sportswear (Men & Women)|Men's Nightwear|Women's Nightwear|Boys' Nightwear|Girls' Nightwear|Toddlers' Nightwear|Infants' Wear|Baby Wear|Sublimation Tees|Hood Tees,"""person 1 name=Nachimuthu Chandran, person 1 role=Director, person 1 number=, person 1 email=, person 2 name=Ananthan Ramarao, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Prakash, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Rajaseharan Subramanian, person 4 role=Director, person 4 number=, person 4 email=, person 5 name=Chathamur Raman Rajagopal, person 5 role=Director, person 5 number=, person 5 email=, person 6 name=Subhash Shamprasad Tiwari, person 6 role=Director, person 6 number=, person 6 email=""",
eastman spinning mills pvt ltd,10.9718414,78.0626733,"NH7, Karur to Dindigul Vedasandur Vedasandur-624710 Dindigul Tamil Nadu",Karur,Tamil Nadu,India,Textile,,no website,9994355475 / 9994355482 / 9994355481,sahoo@eastmanexports.com,,,,,"""person 1 name=M E Sankar, person 1 role=Manager, person 1 number=9994355475, person 1 email=sahoo@eastmanexports.com, person 2 name=Nachimuthu Chandran, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Nirmaladevi, person 3 role=Director, person 3 number=, person 3 email=""",
ebell fashions pvt ltd,22.5773403,88.4322859,"P.S Srijan Tech Park DN-52, Salt Lake City, Sector V, Kolkatta-700091 West Bengal",Bidhannagar,West Bengal,India,Textile,,no website,033-4040 2121,info@mylyra.com info@luxinnerwear.com,,,,,"""person 1 name=Udit Todi, person 1 role=Director, person 1 number=, person 1 email=, person 2 name=Saket Todi, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Shobha Todi, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Bimla Devi Todi, person 4 role=Director, person 4 number=, person 4 email=""",
eco spin yarns pvt ltd,30.4865345,76.8296124,"Jeoli Village, Mianpur Road Derabassi Tehsil Derabassi-140501 Patiala Punjab",Tuhfapur,Punjab,India,Textile,,https://ecospinyarns.com,0-98720 72793,,,Manufacturer|Yarn Manufacturer,Yarns|Recycled Yarns,Recycled Knitting Yarn|Recycled Melange Yarn|Recycled Weaving Yarn|Cotton Rich Yarn|Color Yarn Shades,"""person 1 name=Ashish Jain, person 1 role=Director, person 1 number=98720 72793, person 1 email=, person 2 name=Megh Raj, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Deepak Jain, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Ashish Gupta, person 4 role=Director, person 4 number=, person 4 email=, person 5 name=Ansh Jain, person 5 role=Director, person 5 number=, person 5 email=""",
edarikkode textiles,11.0012005,75.9809309,"P.O. Puthuparamba. Edarikkode, Kottakkal, Puthuparamba-676501 Malappuram Kerala",,Kerala,India,Textile,,no website,0483- 275 1540 / 9048206016,et.kstc@kerala.gov.in,,,,,"""""",
elan apparels pvt ltd,11.127508,77.348123,"1-A, Krishnasamy Layout, Karuvampalayam, Tirupur-641604 Coimbatore Tamil Nadu",,Tamil Nadu,India,Textile,,http://www.elan-apparels.com,0-9655241120 / 9655241120,exlan@exlanknitters.com hasmukhgs@gmail.com,,,,,"""person 1 name=Aditi Ashok Mehta, person 1 role=Director, person 1 number=, person 1 email=, person 2 name=Ashok Lakpatraj Mehta, person 2 role=Director, person 2 number=, person 2 email=""",
elixrr industries pvt ltd,18.9248739,72.823173,"25, Maker Chambers III, Nariman Point, Mumbai-400021 Mumbai Maharashtra",,Maharashtra,India,Textile,,https://elixrr.in,022-40502600,sales@elixrr.in mgoel@elixrr.in,,Manufacturer,Nonwoven Fabrics|Wood Panels,Nonwovens|MDF|HDF|Prelam,"""person 1 name=Nidhi Viresh Bataviya, person 1 role=Director, person 1 number=, person 1 email=, person 2 name=Arun Shriniwas Goel, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Kusum Arun Goel, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Saurabh Arun Goel, person 4 role=Director, person 4 number=, person 4 email=, person 5 name=Virendra Jain, person 5 role=Director, person 5 number=, person 5 email=, person 6 name=Subir Barman, person 6 role=Director, person 6 number=, person 6 email=""",
elkaypee spinners pvt ltd,10.5345073,77.9456547,"581, Karur Road, I Vedasandur Vedasandur-624710 Dindigul Tamil Nadu",Vedasandur,Tamil Nadu,India,Textile,,no website,0-99440 08866 / 0-99444 99310 / 9944008866 / 9944499310,ho@ccsp-india.com,,,,,"""person 1 name=Govindaswamy Ponnuswamygounder, person 1 role=Director, person 1 number=, person 1 email=ho@ccsp-india.com, person 2 name=Ponnuswamy Govindaswamy Balaji, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Kandaswamy Govindasamy Senthilkumar, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Ponnuswamy Govindaswamy Ramesh, person 4 role=Director, person 4 number=, person 4 email=""",
ellen textiles pvt ltd,10.9080552,76.994007,"Malumichampatty, Pollachi Road, Coimbatore Ind Estate, Malumichampatti-641021 Coimbatore Tamil Nadu",Malumachampatti,Tamil Nadu,India,Textile,,https://ellen-textiles.com,0-99949 32457 / 9994932457,ellentextiles@ellengroups.com,,,,,"""person 1 name=Ashok Bakthavathsalam, person 1 role=Director, person 1 number=0-99949 32457, person 1 email=, person 2 name=Deepalakshmi Soundararajan, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Soundararajan Venkatesalu, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Palanisamy Ananthakumar, person 4 role=Director, person 4 number=, person 4 email=""",
elljay textiles ltd,10.1462846,78.5000737,Dindigul-Karaikudi Main Road Singampunari-630502 Sivaganga Tamil Nadu,,Tamil Nadu,India,Textile,,no website,04575-242424 / 242042 / 0-94422 22382,sales.elljay@rajaratna.com accounts.elljay@rajaratna.com,,,,,"""person 1 name=Thulasidharan Sailendra, person 1 role=Director, person 1 number=0-94422 22382, person 1 email=accounts.elljay@rajaratna.com, person 2 name=Jaganath Thulasidharan, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Thulasidharan Anandhi, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=S Ramanathan, person 4 role=, person 4 number=, person 4 email=""",
emmtex synthetics ltd,30.915,75.8628338,327 Benjamin Road Near CMC Hospital Ludhiana-141001 Ludhiana Punjab,Ludhiana,Punjab,India,Textile,,no website,0161-2722850 / 9876596965,oswal_ldh@yahoo.com,,,,,"""person 1 name=Vinay Jain, person 1 role=Director, person 1 number=9876596965, person 1 email=oswal_ldh@yahoo.com, person 2 name=Abhay Kumar Jain, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Mohan Lal Jain, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Naveen Jain, person 4 role=Director, person 4 number=, person 4 email=""",
emtex industries (india) ltd,19.1525562,73.2426251,"Plot No F-4, M.I.D.C., Badlapur Thane-421204 Maharashtra",Kulgaon Badlapur,Maharashtra,India,Textile,,no website,0251-269 0407,contact@emtexindia.in,,,,,"""person 1 name=D T Gokhe, person 1 role=Director, person 1 number=, person 1 email=emtexindia@hotmail.com, person 2 name=Ganesh Khemka, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Pradeep Makharia, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Shivprakash Makharia, person 4 role=Director, person 4 number=, person 4 email=, person 5 name=Sundar Rangan, person 5 role=Director, person 5 number=, person 5 email=, person 6 name=V Sree Kumaran Nair, person 6 role=Director, person 6 number=, person 6 email=""",
encot fabrics pvt ltd,19.0241294,72.8449227,"The Ruby, 5th Floor, SE, 29, Senapati Bapat Marg, Tulsi Pipe Line Road, Dadar (West), Mumbai-400028 Mumbai Maharashtra",,Maharashtra,India,Textile,,https://encotfabrics.com,022-61161000,info@encot.in,,,,,"""person 1 name=Niranjankumar Pukhraj Mehta, person 1 role=Director, person 1 number=, person 1 email=info@encot.in, person 2 name=Khushwant Niranjankumar Mehta, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Siddharth Nirajankumar Mehta, person 3 role=Director, person 3 number=, person 3 email=""",
enkay texfab pvt ltd,19.1122228,72.8673215,"C-709, Mittal Commercia, Off. M.V.Road, Marol Andheri  Mumbai-400059 Mumbai Maharashtra",Mumbai,Maharashtra,India,Textile,,no website,022-28520027 / 28526727,headoffice@enkaytexfab.in,,,,,"""person 1 name=Nimisha Neeraj Kataruka, person 1 role=Director, person 1 number=, person 1 email=headoffice@enkaytexfab.in, person 2 name=Neeraj Kataruka, person 2 role=Director, person 2 number=, person 2 email=""",
ennar spinning mills pvt ltd,11.1445043,77.0378448,"Survey No. 307, Kadathur, Pirivu Kunnathur Pudur Post, Sakthi Main Road, Kunnathurpudur-641107 Coimbatore Tamil Nadu",Kovilpalayam,Tamil Nadu,India,Textile,,no website,0-98940 78047 / 9894078017 / 9894078047,ennar_kpk@yahoo.co.in,,,,,"""person 1 name=al Balakrishnan, person 1 role=Director, person 1 number=0-9894078017, person 1 email=ennar_kpk@yahoo.co.in, person 2 name=Balakrishnan Jayamani, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=D Krishnaraj, person 3 role=, person 3 number=, person 3 email=""",
enrich exports,11.0893046,76.9421536,"29a/6, Jawaharnagar, 2nd Street, Sirupooluvapatti Main Road, 15-Velampalayam Post, Sirupooluvapatti Main Road, Velampalayam-641652 Coimbatore Tamil Nadu",Coimbatore,Tamil Nadu,India,Textile,,https://enrichexports.com,0421 421 50 00,enrich@enrichexports.com,,Manufacturer|Exporter,Kids' Apparel|Men's Apparel|Ladies' Apparel|Underwear|Nightwear|Loungewear|Lingerie,Kids' Girls' Tops|Kids' Girls' Innerwear|Kids' Boys' T-Shirts|Kids' Boys' Innerwear|Men's T-Shirts|Men's Underwear|Ladies' Innerwear|Ladies' Tops|Pyjamas,"""person 1 name=Prakash Palanisamy, person 1 role=CEO, person 1 number=, person 1 email=""",
epic yarns pvt ltd,17.0571183,74.23161,"Site -IITP Peth (Islampur) NH- 4 Peth Naka Village - Peth, Tal - Walwa, Sangli Peth-415407 Sangli Maharashtra",Peth,Maharashtra,India,Textile,,https://epicyarns.in,9930480822,sachin.b@epicyarns.in finance@epicyarns.in,,,,,"""person 1 name=Aayush Prashant Agrawal, person 1 role=Director, person 1 number=, person 1 email=finance@epicyarns.in, person 2 name=Akshit Prashant Agrawal, person 2 role=Director, person 2 number=, person 2 email=""",
erode annai spinning mills pvt ltd,11.25362,77.6287098,"Perundurai Railway Station Road, Perundurai R.S, Vadamugam Vellode Perundurai-638052 Erode Tamil Nadu",Kuttapalayam,Tamil Nadu,India,Textile,,https://erodeannaispinningmills.com,04294-220703 / 220704 / 097500 55399 / 9750055399,easmpvtltd@gmail.com,,,,,"""person 1 name=Subramaniam Ashok Kumar, person 1 role=Director, person 1 number=, person 1 email=easmpvtltd@gmail.com, person 2 name=Duraisamy Kalaiselvi, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Duraisamy Maragatham, person 3 role=Director, person 3 number=, person 3 email=""",
erode sri palani murugan spinning mills pvt ltd,11.3103575,77.72419,"Survey No.238/1, 239/2, Kaspapettai P.O., Poondurai Main Road Kasbapettai-638115 Erode Tamil Nadu",Erode,Tamil Nadu,India,Textile,,no website,0424-2331204,sripalanimurugan4446@gmail.com,,,,,"""person 1 name=Songappa Gounder Palanisamy, person 1 role=Director, person 1 number=, person 1 email=sripalanimurugan4446@gmail.com, person 2 name=Ettiyagounder Palanisamy, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Palanisamy Pavayee, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Muthu Kandasamy, person 4 role=Director, person 4 number=, person 4 email=""",
esm textiles,9.3961512,77.4960078,"3A, Kamaraj Nagar Road Dhalavaipuram Dhalavaipuram-626188 Virudhunagar Tamil Nadu",Dhalavaipuram,Tamil Nadu,India,Textile,,no website,04563-244253 / 0-93441 44124 / 96262 44253 / 9344144124 / 9626244253,esm.textiles@rediffmail.com,,,,,"""""",
essa garments,11.1007472,77.3774224,"44/2, Venkatesaiya Colony, Kangayam Road Tirupur-641604 Coimbatore Tamil Nadu",Tiruppur,Tamil Nadu,India,Textile,,https://essagarments.com,0-9788611166 / 9894444617,,,,,,"""""",
esslo fabrics & textiles pvt ltd,19.2900877,73.0637748,"521, Panna Compound, Asbibi Kalyan Road Bhiwandi Bhiwandi-421302 Thane Thane Maharashtra",Bhiwandi,Maharashtra,India,Textile,,no website,"02522-223360, 220274 / 9423362649",,,,,,"""person 1 name=Mahendra Bastimal Jain, person 1 role=Director, person 1 number=9423362649, person 1 email=, person 2 name=Pravin Kumar Bastimal Jain, person 2 role=Director, person 2 number=, person 2 email=""",
esstee exports,11.1578578,77.3496708,8/131 PGV Garden Poovaulapatti P.O. Tirupur North-641602 Coimbatore Tamil Nadu,,Tamil Nadu,India,Textile,,https://essteeexports.com,0421-6613600 / 6613678,,,Apparel Manufacturer,Knitted Garments|Fashion Merchandise|Fabrics,Men's Knitted Garments|Women's Knitted Garments|Kids' Knitted Garments|Sustainable Fabrics|Yarn-Dyed Fabrics|Fabric-Dyed Fabrics,"""""",
etco denim pvt ltd,16.8550148,75.751685,"SH 34, Mahalbagayat Industrial Area Vijayapura Bijapur-586104 Bijapur Chhattisgarh",Vijayapura,Karnataka,India,Textile,,no website,022 4238 2849 / 08352-263280 / 8352263280,,,,,,"""person 1 name=Ramesh Dahyalal Shah, person 1 role=Director, person 1 number=, person 1 email=, person 2 name=Gajendra Bhupendra Sartanpara, person 2 role=Director, person 2 number=, person 2 email=""",
euro leder fashions ltd,12.9617193,80.1498016,"#10, Periya Palayathu Amman Koil Street(Bazaar Road), Nagalkeni Chennai-600044 Chennai Tamil Nadu",,Tamil Nadu,India,Textile,,https://eurolederfashion.com,044-4294 3202 / 3212 / 0-92821 02512 / 91503 23332,lax@euroleder.com sajith@euroleder.com admin@euroleder.com,,Manufacturer|Tanner|Exporter,Leather Goods|Wallets|Bags|Accessories,Card Cases|Mini Wallets|Men's Wallets|Tri-Fold Wallets|Ladies' Wallets|Small Note Cases|Ladies' Frame Purses|Men's Note Cases|Key Holders|Coin Purses|Handbags|Purses|Credit Card Holders|Passport Holders|Key Cases|Bill Folds,"""person 1 name=Indrakumari, person 1 role=Director, person 1 number=, person 1 email=m_nagendra@euroleder.com, person 2 name=Jayamalini, person 2 role=Director, person 2 number=, person 2 email=, person 3 name=Avinash Ananthanarayanan, person 3 role=Director, person 3 number=, person 3 email=, person 4 name=Ramanathan Lakshmanan, person 4 role=Director, person 4 number=, person 4 email=, person 5 name=Lakshmanan Ramanathan, person 5 role=Director, person 5 number=, person 5 email=""",
